Date,Close
8/7/2020 16:00:00,268.44
8/10/2020 16:00:00,263
8/11/2020 16:00:00,256.13
8/12/2020 16:00:00,259.89
8/13/2020 16:00:00,261.3
8/14/2020 16:00:00,261.24
8/17/2020 16:00:00,261.16
8/18/2020 16:00:00,262.34
8/19/2020 16:00:00,262.59
8/20/2020 16:00:00,269.01
8/21/2020 16:00:00,267.01
8/24/2020 16:00:00,271.39
8/25/2020 16:00:00,280.82
8/26/2020 16:00:00,303.91
8/27/2020 16:00:00,293.22
8/28/2020 16:00:00,293.66
8/31/2020 16:00:00,293.2
9/1/2020 16:00:00,295.44
9/2/2020 16:00:00,302.5
9/3/2020 16:00:00,291.12
9/4/2020 16:00:00,282.73
9/8/2020 16:00:00,271.16
9/9/2020 16:00:00,273.72
9/10/2020 16:00:00,268.09
9/11/2020 16:00:00,266.61
9/14/2020 16:00:00,266.15
9/15/2020 16:00:00,272.42
9/16/2020 16:00:00,263.52
9/17/2020 16:00:00,254.82
9/18/2020 16:00:00,252.53
9/21/2020 16:00:00,248.15
9/22/2020 16:00:00,254.75
9/23/2020 16:00:00,249.02
9/24/2020 16:00:00,249.53
9/25/2020 16:00:00,254.82
9/28/2020 16:00:00,256.82
9/29/2020 16:00:00,261.79
9/30/2020 16:00:00,261.9
10/1/2020 16:00:00,266.63
10/2/2020 16:00:00,259.94
10/5/2020 16:00:00,264.65
10/6/2020 16:00:00,258.66
10/7/2020 16:00:00,258.12
10/8/2020 16:00:00,263.76
10/9/2020 16:00:00,264.45
10/12/2020 16:00:00,275.75
10/13/2020 16:00:00,276.14
10/14/2020 16:00:00,271.82
10/15/2020 16:00:00,266.72
10/16/2020 16:00:00,265.93
10/19/2020 16:00:00,261.4
10/20/2020 16:00:00,267.56
10/21/2020 16:00:00,278.73
10/22/2020 16:00:00,278.12
10/23/2020 16:00:00,284.79
10/26/2020 16:00:00,277.11
10/27/2020 16:00:00,283.29
10/28/2020 16:00:00,267.67
10/29/2020 16:00:00,280.83
10/30/2020 16:00:00,263.11
11/2/2020 16:00:00,261.36
11/3/2020 16:00:00,265.3
11/4/2020 16:00:00,287.38
11/5/2020 16:00:00,294.68
11/6/2020 16:00:00,293.41
11/9/2020 16:00:00,278.77
11/10/2020 16:00:00,272.43
11/11/2020 16:00:00,276.48
11/12/2020 16:00:00,275.08
11/13/2020 16:00:00,276.95
11/16/2020 16:00:00,278.96
11/17/2020 16:00:00,275
11/18/2020 16:00:00,271.97
11/19/2020 16:00:00,272.94
11/20/2020 16:00:00,269.7
11/23/2020 16:00:00,268.43
11/24/2020 16:00:00,276.92
11/25/2020 16:00:00,275.59
11/27/2020 13:00:00,277.81
11/30/2020 16:00:00,276.97
12/1/2020 16:00:00,286.55
12/2/2020 16:00:00,287.52
12/3/2020 16:00:00,281.85
12/4/2020 16:00:00,279.7
12/7/2020 16:00:00,285.58
12/8/2020 16:00:00,283.4
12/9/2020 16:00:00,277.92
12/10/2020 16:00:00,277.12
12/11/2020 16:00:00,273.55
12/14/2020 16:00:00,274.19
12/15/2020 16:00:00,275.55
12/16/2020 16:00:00,275.67
12/17/2020 16:00:00,274.48
12/18/2020 16:00:00,276.4
12/21/2020 16:00:00,272.79
12/22/2020 16:00:00,267.09
12/23/2020 16:00:00,268.11
12/24/2020 13:00:00,267.4
12/28/2020 16:00:00,277
12/29/2020 16:00:00,276.78
12/30/2020 16:00:00,271.87
12/31/2020 16:00:00,273.16
1/4/2021 16:00:00,268.94
1/5/2021 16:00:00,270.97
1/6/2021 16:00:00,263.31
1/7/2021 16:00:00,268.74
1/8/2021 16:00:00,267.57
1/11/2021 16:00:00,256.84
1/12/2021 16:00:00,251.09
1/13/2021 16:00:00,251.64
1/14/2021 16:00:00,245.64
1/15/2021 16:00:00,251.36
1/19/2021 16:00:00,261.1
1/20/2021 16:00:00,267.48
1/21/2021 16:00:00,272.87
1/22/2021 16:00:00,274.5
1/25/2021 16:00:00,278.01
1/26/2021 16:00:00,282.05
1/27/2021 16:00:00,272.14
1/28/2021 16:00:00,265
1/29/2021 16:00:00,258.33
2/1/2021 16:00:00,262.01
2/2/2021 16:00:00,267.08
2/3/2021 16:00:00,266.65
2/4/2021 16:00:00,266.49
2/5/2021 16:00:00,268.1
2/8/2021 16:00:00,266.58
2/9/2021 16:00:00,269.45
2/10/2021 16:00:00,271.87
2/11/2021 16:00:00,270.39
2/12/2021 16:00:00,270.5
2/16/2021 16:00:00,273.97
2/17/2021 16:00:00,273.57
2/18/2021 16:00:00,269.39
2/19/2021 16:00:00,261.56
2/22/2021 16:00:00,260.33
2/23/2021 16:00:00,265.86
2/24/2021 16:00:00,264.31
2/25/2021 16:00:00,254.69
2/26/2021 16:00:00,257.62
3/1/2021 16:00:00,264.91
3/2/2021 16:00:00,259
3/3/2021 16:00:00,255.41
3/4/2021 16:00:00,257.64
3/5/2021 16:00:00,264.28
3/8/2021 16:00:00,255.31
3/9/2021 16:00:00,265.74
3/10/2021 16:00:00,264.9
3/11/2021 16:00:00,273.88
3/12/2021 16:00:00,268.4
3/15/2021 16:00:00,273.75
3/16/2021 16:00:00,279.28
3/17/2021 16:00:00,284.01
3/18/2021 16:00:00,278.62
3/19/2021 16:00:00,290.11
3/22/2021 16:00:00,293.54
3/23/2021 16:00:00,290.63
3/24/2021 16:00:00,282.14
3/25/2021 16:00:00,278.74
3/26/2021 16:00:00,283.02
3/29/2021 16:00:00,290.82
3/30/2021 16:00:00,288
3/31/2021 16:00:00,294.53
4/1/2021 16:00:00,298.66
4/5/2021 16:00:00,308.91
4/6/2021 16:00:00,306.26
4/7/2021 16:00:00,313.09
4/8/2021 16:00:00,313.02
4/9/2021 16:00:00,312.46
4/12/2021 16:00:00,311.54
4/13/2021 16:00:00,309.76
4/14/2021 16:00:00,302.82
4/15/2021 16:00:00,307.82
4/16/2021 16:00:00,306.18
4/19/2021 16:00:00,302.24
4/20/2021 16:00:00,302.65
4/21/2021 16:00:00,301.47
4/22/2021 16:00:00,296.52
4/23/2021 16:00:00,301.13
4/26/2021 16:00:00,303.04
4/27/2021 16:00:00,303.57
4/28/2021 16:00:00,307.1
4/29/2021 16:00:00,329.51
4/30/2021 16:00:00,325.08
5/3/2021 16:00:00,322.58
5/4/2021 16:00:00,318.36
5/5/2021 16:00:00,315.02
5/6/2021 16:00:00,320.02
5/7/2021 16:00:00,319.08
5/10/2021 16:00:00,305.97
5/11/2021 16:00:00,306.53
5/12/2021 16:00:00,302.55
5/13/2021 16:00:00,305.26
5/14/2021 16:00:00,315.94
5/17/2021 16:00:00,315.46
5/18/2021 16:00:00,309.96
5/19/2021 16:00:00,313.59
5/20/2021 16:00:00,318.61
5/21/2021 16:00:00,316.23
5/24/2021 16:00:00,324.63
5/25/2021 16:00:00,327.79
5/26/2021 16:00:00,327.66
5/27/2021 16:00:00,332.75
5/28/2021 16:00:00,328.73
6/1/2021 16:00:00,329.13
6/2/2021 16:00:00,329.15
6/3/2021 16:00:00,326.04
6/4/2021 16:00:00,330.35
6/7/2021 16:00:00,336.58
6/8/2021 16:00:00,333.68
6/9/2021 16:00:00,330.25
6/10/2021 16:00:00,332.46
6/11/2021 16:00:00,331.26
6/14/2021 16:00:00,336.77
6/15/2021 16:00:00,336.75
6/16/2021 16:00:00,331.08
6/17/2021 16:00:00,336.51
6/18/2021 16:00:00,329.66
6/21/2021 16:00:00,332.29
6/22/2021 16:00:00,339.03
6/23/2021 16:00:00,340.59
6/24/2021 16:00:00,343.18
6/25/2021 16:00:00,341.37
6/28/2021 16:00:00,355.64
6/29/2021 16:00:00,351.89
6/30/2021 16:00:00,347.71
7/1/2021 16:00:00,354.39
7/2/2021 16:00:00,354.7
7/6/2021 16:00:00,352.78
7/7/2021 16:00:00,350.49
7/8/2021 16:00:00,345.65
7/9/2021 16:00:00,350.42
7/12/2021 16:00:00,353.16
7/13/2021 16:00:00,352.09
7/14/2021 16:00:00,347.63
7/15/2021 16:00:00,344.46
7/16/2021 16:00:00,341.16
7/19/2021 16:00:00,336.95
7/20/2021 16:00:00,341.66
7/21/2021 16:00:00,346.23
7/22/2021 16:00:00,351.19
7/23/2021 16:00:00,369.79
7/26/2021 16:00:00,372.46
7/27/2021 16:00:00,367.81
7/28/2021 16:00:00,373.28
7/29/2021 16:00:00,358.32
7/30/2021 16:00:00,356.3
8/2/2021 16:00:00,351.95
8/3/2021 16:00:00,351.24
8/4/2021 16:00:00,358.92
8/5/2021 16:00:00,362.97
8/6/2021 16:00:00,363.51
8/9/2021 16:00:00,361.61
8/10/2021 16:00:00,361.13
8/11/2021 16:00:00,359.96
8/12/2021 16:00:00,362.65
8/13/2021 16:00:00,363.18
8/16/2021 16:00:00,366.56
8/17/2021 16:00:00,358.45
8/18/2021 16:00:00,355.45
8/19/2021 16:00:00,355.12
8/20/2021 16:00:00,359.37
8/23/2021 16:00:00,363.35
8/24/2021 16:00:00,365.51
8/25/2021 16:00:00,368.39
8/26/2021 16:00:00,364.38
8/27/2021 16:00:00,372.63
8/30/2021 16:00:00,380.66
8/31/2021 16:00:00,379.38
9/1/2021 16:00:00,382.05
9/2/2021 16:00:00,375.28
9/3/2021 16:00:00,376.26
9/7/2021 16:00:00,382.18
9/8/2021 16:00:00,377.57
9/9/2021 16:00:00,378
9/10/2021 16:00:00,378.69
9/13/2021 16:00:00,376.51
9/14/2021 16:00:00,376.53
9/15/2021 16:00:00,373.92
9/16/2021 16:00:00,373.06
9/17/2021 16:00:00,364.72
9/20/2021 16:00:00,355.7
9/21/2021 16:00:00,357.48
9/22/2021 16:00:00,343.21
9/23/2021 16:00:00,345.96
9/24/2021 16:00:00,352.96
9/27/2021 16:00:00,353.58
9/28/2021 16:00:00,340.65
9/29/2021 16:00:00,339.61
9/30/2021 16:00:00,339.39
10/1/2021 16:00:00,343.01
10/4/2021 16:00:00,326.23
10/5/2021 16:00:00,332.96
10/6/2021 16:00:00,333.64
10/7/2021 16:00:00,329.22
10/8/2021 16:00:00,330.05
10/11/2021 16:00:00,325.45
10/12/2021 16:00:00,323.77
10/13/2021 16:00:00,324.54
10/14/2021 16:00:00,328.53
10/15/2021 16:00:00,324.76
10/18/2021 16:00:00,335.34
10/19/2021 16:00:00,339.99
10/20/2021 16:00:00,340.78
10/21/2021 16:00:00,341.88
10/22/2021 16:00:00,324.61
10/25/2021 16:00:00,328.69
10/26/2021 16:00:00,315.81
10/27/2021 16:00:00,312.22
10/28/2021 16:00:00,316.92
10/29/2021 16:00:00,323.57
11/1/2021 16:00:00,329.98
11/2/2021 16:00:00,328.08
11/3/2021 16:00:00,331.62
11/4/2021 16:00:00,335.85
11/5/2021 16:00:00,341.13
11/8/2021 16:00:00,338.62
11/9/2021 16:00:00,335.37
11/10/2021 16:00:00,327.64
11/11/2021 16:00:00,327.74
11/12/2021 16:00:00,340.89
11/15/2021 16:00:00,347.56
11/16/2021 16:00:00,342.96
11/17/2021 16:00:00,340.77
11/18/2021 16:00:00,338.69
11/19/2021 16:00:00,345.3
11/22/2021 16:00:00,341.01
11/23/2021 16:00:00,337.25
11/24/2021 16:00:00,341.06
11/26/2021 13:00:00,333.12
11/29/2021 16:00:00,338.03
11/30/2021 16:00:00,324.46
12/1/2021 16:00:00,310.6
12/2/2021 16:00:00,310.39
12/3/2021 16:00:00,306.84
12/6/2021 16:00:00,317.87
12/7/2021 16:00:00,322.81
12/8/2021 16:00:00,330.56
12/9/2021 16:00:00,329.82
12/10/2021 16:00:00,329.75
12/13/2021 16:00:00,334.49
12/14/2021 16:00:00,333.74
12/15/2021 16:00:00,341.66
12/16/2021 16:00:00,334.9
12/17/2021 16:00:00,333.79
12/20/2021 16:00:00,325.45
12/21/2021 16:00:00,334.2
12/22/2021 16:00:00,330.45
12/23/2021 16:00:00,335.24
12/27/2021 16:00:00,346.18
12/28/2021 16:00:00,346.22
12/29/2021 16:00:00,342.94
12/30/2021 16:00:00,344.36
12/31/2021 16:00:00,336.35
1/3/2022 16:00:00,338.54
1/4/2022 16:00:00,336.53
1/5/2022 16:00:00,324.17
1/6/2022 16:00:00,332.46
1/7/2022 16:00:00,331.79
1/10/2022 16:00:00,328.07
1/11/2022 16:00:00,334.37
1/12/2022 16:00:00,333.26
1/13/2022 16:00:00,326.48
1/14/2022 16:00:00,331.9
1/18/2022 16:00:00,318.15
1/19/2022 16:00:00,319.59
1/20/2022 16:00:00,316.56
1/21/2022 16:00:00,303.17
1/24/2022 16:00:00,308.71
1/25/2022 16:00:00,300.15
1/26/2022 16:00:00,294.63
1/27/2022 16:00:00,294.64
1/28/2022 16:00:00,301.71
1/31/2022 16:00:00,313.26
2/1/2022 16:00:00,319
2/2/2022 16:00:00,323
2/3/2022 16:00:00,237.76
2/4/2022 16:00:00,237.09
2/7/2022 16:00:00,224.91
2/8/2022 16:00:00,220.18
2/9/2022 16:00:00,232
2/10/2022 16:00:00,228.07
2/11/2022 16:00:00,219.55
2/14/2022 16:00:00,217.7
2/15/2022 16:00:00,221
2/16/2022 16:00:00,216.54
2/17/2022 16:00:00,207.71
2/18/2022 16:00:00,206.16
2/22/2022 16:00:00,202.08
2/23/2022 16:00:00,198.45
2/24/2022 16:00:00,207.6
2/25/2022 16:00:00,210.48
2/28/2022 16:00:00,211.03
3/1/2022 16:00:00,203.49
3/2/2022 16:00:00,208.11
3/3/2022 16:00:00,202.97
3/4/2022 16:00:00,200.06
3/7/2022 16:00:00,187.47
3/8/2022 16:00:00,190.29
3/9/2022 16:00:00,198.5
3/10/2022 16:00:00,195.21
3/11/2022 16:00:00,187.61
3/14/2022 16:00:00,186.63
3/15/2022 16:00:00,192.03
3/16/2022 16:00:00,203.63
3/17/2022 16:00:00,207.84
3/18/2022 16:00:00,216.49
3/21/2022 16:00:00,211.49
3/22/2022 16:00:00,216.65
3/23/2022 16:00:00,213.46
3/24/2022 16:00:00,219.57
3/25/2022 16:00:00,221.82
3/28/2022 16:00:00,223.59
3/29/2022 16:00:00,229.86
3/30/2022 16:00:00,227.85
3/31/2022 16:00:00,222.36
4/1/2022 16:00:00,224.85
4/4/2022 16:00:00,233.89
4/5/2022 16:00:00,231.84
4/6/2022 16:00:00,223.3
4/7/2022 16:00:00,222.95
4/8/2022 16:00:00,222.33
4/11/2022 16:00:00,216.46
4/12/2022 16:00:00,214.14
4/13/2022 16:00:00,214.99
4/14/2022 16:00:00,210.18
4/18/2022 16:00:00,210.77
4/19/2022 16:00:00,217.31
4/20/2022 16:00:00,200.42
4/21/2022 16:00:00,188.07
4/22/2022 16:00:00,184.11
4/25/2022 16:00:00,186.99
4/26/2022 16:00:00,180.95
4/27/2022 16:00:00,174.95
4/28/2022 16:00:00,205.73
4/29/2022 16:00:00,200.47
5/2/2022 16:00:00,211.13
5/3/2022 16:00:00,212.03
5/4/2022 16:00:00,223.41
5/5/2022 16:00:00,208.28
5/6/2022 16:00:00,203.77
5/9/2022 16:00:00,196.21
5/10/2022 16:00:00,197.65
5/11/2022 16:00:00,188.74
5/12/2022 16:00:00,191.24
5/13/2022 16:00:00,198.62
5/16/2022 16:00:00,200.04
5/17/2022 16:00:00,202.62
5/18/2022 16:00:00,192.24
5/19/2022 16:00:00,191.29
5/20/2022 16:00:00,193.54
5/23/2022 16:00:00,196.23
5/24/2022 16:00:00,181.28
5/25/2022 16:00:00,183.83
5/26/2022 16:00:00,191.63
5/27/2022 16:00:00,195.13
5/31/2022 16:00:00,193.64
6/1/2022 16:00:00,188.64
6/2/2022 16:00:00,198.86
6/3/2022 16:00:00,190.78
6/6/2022 16:00:00,194.25
6/7/2022 16:00:00,195.65
6/8/2022 16:00:00,196.64
6/9/2022 16:00:00,184
6/10/2022 16:00:00,175.57
6/13/2022 16:00:00,164.26
6/14/2022 16:00:00,163.73
6/15/2022 16:00:00,169.35
6/16/2022 16:00:00,160.87
6/17/2022 16:00:00,163.74
6/21/2022 16:00:00,157.05
6/22/2022 16:00:00,155.85
6/23/2022 16:00:00,158.75
6/24/2022 16:00:00,170.16
6/27/2022 16:00:00,169.49
6/28/2022 16:00:00,160.68
6/29/2022 16:00:00,163.94
6/30/2022 16:00:00,161.25
7/1/2022 16:00:00,160.03
7/5/2022 16:00:00,168.19
7/6/2022 16:00:00,169.77
7/7/2022 16:00:00,172.19
7/8/2022 16:00:00,170.88
7/11/2022 16:00:00,162.88
7/12/2022 16:00:00,163.27
7/13/2022 16:00:00,163.49
7/14/2022 16:00:00,158.05
7/15/2022 16:00:00,164.7
7/18/2022 16:00:00,167.23
7/19/2022 16:00:00,175.78
7/20/2022 16:00:00,183.09
7/21/2022 16:00:00,183.17
7/22/2022 16:00:00,169.27
7/25/2022 16:00:00,166.65
7/26/2022 16:00:00,159.15
7/27/2022 16:00:00,169.58
7/28/2022 16:00:00,160.72
7/29/2022 16:00:00,159.1
8/1/2022 16:00:00,159.93
8/2/2022 16:00:00,160.19
8/3/2022 16:00:00,168.8
8/4/2022 16:00:00,170.57
8/5/2022 16:00:00,167.11
8/8/2022 16:00:00,170.25
8/9/2022 16:00:00,168.53
8/10/2022 16:00:00,178.34
8/11/2022 16:00:00,177.49
8/12/2022 16:00:00,180.5
8/15/2022 16:00:00,180.89
8/16/2022 16:00:00,179.47
8/17/2022 16:00:00,174.85
8/18/2022 16:00:00,174.66
8/19/2022 16:00:00,167.96
8/22/2022 16:00:00,163.05
8/23/2022 16:00:00,161.11
8/24/2022 16:00:00,163.26
8/25/2022 16:00:00,168.78
8/26/2022 16:00:00,161.78
8/29/2022 16:00:00,159.17
8/30/2022 16:00:00,157.16
8/31/2022 16:00:00,162.93
9/1/2022 16:00:00,165.36
9/2/2022 16:00:00,160.32
9/6/2022 16:00:00,158.54
9/7/2022 16:00:00,160.39
9/8/2022 16:00:00,162.06
9/9/2022 16:00:00,169.15
9/12/2022 16:00:00,168.96
9/13/2022 16:00:00,153.13
9/14/2022 16:00:00,151.47
9/15/2022 16:00:00,149.55
9/16/2022 16:00:00,146.29
9/19/2022 16:00:00,148.02
9/20/2022 16:00:00,146.09
9/21/2022 16:00:00,142.12
9/22/2022 16:00:00,142.82
9/23/2022 16:00:00,140.41
9/26/2022 16:00:00,136.37
9/27/2022 16:00:00,134.4
9/28/2022 16:00:00,141.61
9/29/2022 16:00:00,136.41
9/30/2022 16:00:00,135.68
10/3/2022 16:00:00,138.61
10/4/2022 16:00:00,140.28
10/5/2022 16:00:00,138.98
10/6/2022 16:00:00,139.07
10/7/2022 16:00:00,133.45
10/10/2022 16:00:00,133.79
10/11/2022 16:00:00,128.54
10/12/2022 16:00:00,127.5
10/13/2022 16:00:00,130.29
10/14/2022 16:00:00,126.76
10/17/2022 16:00:00,134.04
10/18/2022 16:00:00,132.8
10/19/2022 16:00:00,133.23
10/20/2022 16:00:00,131.53
10/21/2022 16:00:00,130.01
10/24/2022 16:00:00,129.72
10/25/2022 16:00:00,137.51
10/26/2022 16:00:00,129.82
10/27/2022 16:00:00,97.94
10/28/2022 16:00:00,99.2
10/31/2022 16:00:00,93.16
11/1/2022 16:00:00,95.2
11/2/2022 16:00:00,90.54
11/3/2022 16:00:00,88.91
11/4/2022 16:00:00,90.79
11/7/2022 16:00:00,96.72
11/8/2022 16:00:00,96.47
11/9/2022 16:00:00,101.47
11/10/2022 16:00:00,111.87
11/11/2022 16:00:00,113.02
11/14/2022 16:00:00,114.22
11/15/2022 16:00:00,117.08
11/16/2022 16:00:00,113.23
11/17/2022 16:00:00,111.45
11/18/2022 16:00:00,112.05
11/21/2022 16:00:00,109.86
11/22/2022 16:00:00,111.44
11/23/2022 16:00:00,112.24
11/25/2022 13:05:00,111.41
11/28/2022 16:00:00,108.78
11/29/2022 16:00:00,109.46
11/30/2022 16:00:00,118.1
12/1/2022 16:00:00,120.44
12/2/2022 16:00:00,123.49
12/5/2022 16:00:00,122.43
12/6/2022 16:00:00,114.12
12/7/2022 16:00:00,113.93
12/8/2022 16:00:00,115.33
12/9/2022 16:00:00,115.9
12/12/2022 16:00:00,114.71
12/13/2022 16:00:00,120.15
12/14/2022 16:00:00,121.59
12/15/2022 16:00:00,116.15
12/16/2022 16:00:00,119.43
12/19/2022 16:00:00,114.48
12/20/2022 16:00:00,117.09
12/21/2022 16:00:00,119.76
12/22/2022 16:00:00,117.12
12/23/2022 16:00:00,118.04
12/27/2022 16:00:00,116.88
12/28/2022 16:00:00,115.62
12/29/2022 16:00:00,120.26
12/30/2022 16:00:00,120.34
1/3/2023 16:00:00,124.74
1/4/2023 16:00:00,127.37
1/5/2023 16:00:00,126.94
1/6/2023 16:00:00,130.02
1/9/2023 16:00:00,129.47
1/10/2023 16:00:00,132.99
1/11/2023 16:00:00,132.89
1/12/2023 16:00:00,136.71
1/13/2023 16:00:00,136.98
1/17/2023 16:00:00,135.36
1/18/2023 16:00:00,133.02
1/19/2023 16:00:00,136.15
1/20/2023 16:00:00,139.37
1/23/2023 16:00:00,143.27
1/24/2023 16:00:00,143.14
1/25/2023 16:00:00,141.5
1/26/2023 16:00:00,147.3
1/27/2023 16:00:00,151.74
1/30/2023 16:00:00,147.06
1/31/2023 16:00:00,148.97
2/1/2023 16:00:00,153.12
2/2/2023 16:00:00,188.77
2/3/2023 16:00:00,186.53
2/6/2023 16:00:00,186.06
2/7/2023 16:00:00,191.62
2/8/2023 16:00:00,183.43
2/9/2023 16:00:00,177.92
2/10/2023 16:00:00,174.15
2/13/2023 16:00:00,179.43
2/14/2023 16:00:00,179.48
2/15/2023 16:00:00,177.16
2/16/2023 16:00:00,172.44
2/17/2023 16:00:00,172.88
2/21/2023 16:00:00,172.08
2/22/2023 16:00:00,171.12
2/23/2023 16:00:00,172.04
2/24/2023 16:00:00,170.39
2/27/2023 16:00:00,169.54
2/28/2023 16:00:00,174.94
3/1/2023 16:00:00,173.42
3/2/2023 16:00:00,174.53
3/3/2023 16:00:00,185.25
3/6/2023 16:00:00,184.9
3/7/2023 16:00:00,184.51
3/8/2023 16:00:00,184.97
3/9/2023 16:00:00,181.69
3/10/2023 16:00:00,179.51
3/13/2023 16:00:00,180.9
3/14/2023 16:00:00,194.02
3/15/2023 16:00:00,197.75
3/16/2023 16:00:00,204.93
3/17/2023 16:00:00,195.61
3/20/2023 16:00:00,197.81
3/21/2023 16:00:00,202.16
3/22/2023 16:00:00,199.81
3/23/2023 16:00:00,204.28
3/24/2023 16:00:00,206.01
3/27/2023 16:00:00,202.84
3/28/2023 16:00:00,200.68
3/29/2023 16:00:00,205.35
3/30/2023 16:00:00,207.84
3/31/2023 16:00:00,211.94
4/3/2023 16:00:00,213.07
4/4/2023 16:00:00,214.72
4/5/2023 16:00:00,211.48
4/6/2023 16:00:00,216.1
4/10/2023 16:00:00,214.75
4/11/2023 16:00:00,213.85
